reservation_number_of_reservations,product_fee_description,line_item_product_code,reservation_unused_normalized_unit_quantity,savings_plan_amortized_upfront_commitment_for_billing_period,line_item_unblended_cost,product_servicecode,product_from_location,line_item_unblended_rate,line_item_usage_type,identity_line_item_id,line_item_usage_amount,pricing_public_on_demand_rate,reservation_units_per_reservation,bill_invoice_id,pricing_unit,reservation_amortized_upfront_fee_for_billing_period,product_to_location_type,line_item_usage_end_date,product_from_location_type,reservation_total_reserved_units,product_region_code,reservation_amortized_upfront_cost_for_usage,reservation_unused_amortized_upfront_fee_for_billing_period,product_product_name,line_item_normalization_factor,bill_payer_account_name,line_item_blended_rate,line_item_resource_id,_fivetran_synced,line_item_line_item_type,product_instance_family,product_from_region_code,product_pricing_unit,line_item_tax_type,product,line_item_operation,_modified,product_to_location,line_item_usage_start_date,reservation_unused_recurring_fee,product_location_type,product_fee_code,reservation_recurring_fee_for_usage,reservation_upfront_value,bill_invoicing_entity,line_item_normalized_usage_amount,savings_plan_savings_plan_effective_cost,bill_bill_type,reservation_total_reserved_normalized_units,line_item_availability_zone,bill_billing_period_start_date,pricing_term,pricing_purchase_option,_line,reservation_effective_cost,reservation_normalized_units_per_reservation,line_item_line_item_description,product_instance_type,savings_plan_used_commitment,savings_plan_recurring_commitment_for_billing_period,pricing_public_on_demand_cost,line_item_usage_account_name,line_item_currency_code,line_item_blended_cost,_file,pricing_currency,reservation_unused_quantity,product_location,savings_plan_savings_plan_rate,bill_billing_entity,bill_billing_period_end_date,bill_payer_account_id,identity_time_interval,product_operation,product_usagetype,product_to_region_code,product_product_family,line_item_usage_account_id,savings_plan_total_commitment_to_date
,,AWSLambda,,,8.0895,AWSLambda,,1.63343,TimedStorage-ByteHrs,aad18f34-5170-eec1-1843-c0951a71b3ff,6.9691,0.69282,,,GB,,,2026-05-28 22:37:35.808,,,us-west-2,,,AWS Lambda,1.0,Analytics,2.79765,,2026-05-28 22:37:35.808,Usage,,,,,"{""product_name"":""AWS Data Transfer""}",RunInstances,2026-05-28 00:00:00.000,,2026-05-28 22:37:35.808,,AWS Region,,,,"Amazon Web Services, Inc.",20.0125,,Anniversary,,,2026-05-01 00:00:00,OnDemand,No Upfront,303169.0,,,Lambda requests,c7g.xlarge,,,17.8361,Data Platform,USD,14.2929,shadowtraffic/aws-cost/2026-05/aws-cost-report.parquet,USD,,US East (N. Virginia),,AWS,2026-06-01 00:00:00,100000000002,2026-05-01T00:00:00Z/2026-06-01T00:00:00Z,,,,Storage,200000000002,
,,AmazonS3,,,14.6508,AmazonEC2,,1.01801,Request,dd182404-8c34-72e4-18a6-3bd7ed9e0142,33.0912,3.94776,,,Hrs,,,2026-05-28 22:37:35.808,,,us-west-2,,,Amazon Simple Storage Service,1.0,Platform,1.53871,,2026-05-28 22:37:35.808,Usage,Compute optimized,,,,"{""product_name"":""Amazon Elastic Compute Cloud""}",RunInstances,2026-05-28 00:00:00.000,,2026-05-28 22:37:35.808,,AWS Region,,,,"Amazon Web Services, Inc.",20.4662,,Anniversary,,,2026-05-01 00:00:00,Reserved,On Demand,216770.0,,,EC2 instance hours,,,,17.5941,Developer Experience,USD,11.9523,shadowtraffic/aws-cost/2026-05/aws-cost-report.parquet,USD,,US East (N. Virginia),,AWS,2026-06-01 00:00:00,100000000001,2026-05-01T00:00:00Z/2026-06-01T00:00:00Z,,,,Serverless,200000000001,
,,AWSDataTransfer,,,10.2856,AmazonS3,,2.2459,Request,92445a1a-7f63-9e5d-7b04-dce3da23dc98,7.8926,3.25289,,,GB,,,2026-05-28 22:37:35.808,,,us-east-1,,,Amazon Simple Storage Service,1.0,Analytics,2.82734,,2026-05-28 22:37:35.808,DiscountedUsage,,,,,"{""product_name"":""AWS Data Transfer""}",TimedStorage-ByteHrs,2026-05-28 00:00:00.000,,2026-05-28 22:37:35.808,,AWS Region,,,,"Amazon Web Services, Inc.",32.1147,,Anniversary,,,2026-05-01 00:00:00,Reserved,Partial Upfront,18841.0,,,EC2 instance hours,,,,6.1946,Developer Experience,USD,14.6925,shadowtraffic/aws-cost/2026-05/aws-cost-report.parquet,USD,,US East (N. Virginia),,AWS,2026-06-01 00:00:00,100000000001,2026-05-01T00:00:00Z/2026-06-01T00:00:00Z,,,,Serverless,200000000001,
,,AWSDataTransfer,,,16.5164,AWSLambda,,1.09575,Request,b9684ef5-7038-c33a-befd-7d6c83c341b1,13.251,1.59357,,,Hrs,,,2026-05-28 22:37:35.808,,,us-west-2,,,AWS Data Transfer,1.0,Platform,2.39723,,2026-05-28 22:37:35.808,RIFee,General purpose,,,,"{""product_name"":""Amazon Simple Storage Service""}",RunInstances,2026-05-28 00:00:00.000,,2026-05-28 22:37:35.808,,AWS Region,,,,"Amazon Web Services, Inc.",6.0922,,Anniversary,,,2026-05-01 00:00:00,Reserved,No Upfront,232415.0,,,S3 standard storage,,,,3.2098,Developer Experience,USD,1.6503,shadowtraffic/aws-cost/2026-05/aws-cost-report.parquet,USD,,EU (Ireland),,AWS,2026-06-01 00:00:00,100000000002,2026-05-01T00:00:00Z/2026-06-01T00:00:00Z,,,,Compute Instance,200000000002,
,,AWSDataTransfer,,,15.4718,AWSLambda,,1.68331,Request,bd358d04-3d79-31f8-d288-1c35c6a7abc5,4.1856,0.30588,,,GB-Mo,,,2026-05-28 22:37:35.808,,,eu-west-1,,,AWS Data Transfer,1.0,Platform,2.29528,,2026-05-28 22:37:35.808,Usage,Compute optimized,,,,"{""product_name"":""Amazon Elastic Compute Cloud""}",Invoke,2026-05-28 00:00:00.000,,2026-05-28 22:37:35.808,,AWS Region,,,,"Amazon Web Services, Inc.",18.7761,,Anniversary,,,2026-05-01 00:00:00,OnDemand,No Upfront,347291.0,,,S3 standard storage,,,,16.918,Data Platform,USD,5.0751,shadowtraffic/aws-cost/2026-05/aws-cost-report.parquet,USD,,US East (N. Virginia),,AWS,2026-06-01 00:00:00,100000000002,2026-05-01T00:00:00Z/2026-06-01T00:00:00Z,,,,Serverless,200000000001,
,,AWSDataTransfer,,,16.2592,AWSLambda,,1.61115,TimedStorage-ByteHrs,7a051726-68bb-1431-ad81-dc60e1d66557,12.0456,3.2267,,,Hrs,,,2026-05-28 22:37:35.808,,,us-east-1,,,AWS Data Transfer,1.0,Platform,2.24996,,2026-05-28 22:37:35.808,Usage,,,,,"{""product_name"":""AWS Lambda""}",RunInstances,2026-05-28 00:00:00.000,,2026-05-28 22:37:35.808,,AWS Region,,,,"Amazon Web Services, Inc.",27.051,,Anniversary,,,2026-05-01 00:00:00,Reserved,Partial Upfront,328068.0,,,S3 standard storage,c7g.xlarge,,,12.1475,Data Platform,USD,4.7035,shadowtraffic/aws-cost/2026-05/aws-cost-report.parquet,USD,,US West (Oregon),,AWS,2026-06-01 00:00:00,100000000002,2026-05-01T00:00:00Z/2026-06-01T00:00:00Z,,,,Serverless,200000000001,
,,AWSDataTransfer,,,14.7641,AWSDataTransfer,,1.12747,BoxUsage:m7g.large,73d71d43-3534-cee1-4cba-ad443cde4563,12.5858,0.48978,,,GB-Mo,,,2026-05-28 22:37:35.808,,,us-west-2,,,AWS Lambda,1.0,Platform,2.83154,,2026-05-28 22:37:35.808,Usage,,,,,"{""product_name"":""AWS Data Transfer""}",RunInstances,2026-05-28 00:00:00.000,,2026-05-28 22:37:35.808,,AWS Region,,,,"Amazon Web Services, Inc.",26.0695,,Anniversary,,,2026-05-01 00:00:00,Reserved,On Demand,28790.0,,,Lambda requests,c7g.xlarge,,,19.3698,Developer Experience,USD,0.6273,shadowtraffic/aws-cost/2026-05/aws-cost-report.parquet,USD,,US East (N. Virginia),,AWS,2026-06-01 00:00:00,100000000002,2026-05-01T00:00:00Z/2026-06-01T00:00:00Z,,,,Serverless,200000000003,
,,AWSLambda,,,18.5416,AmazonS3,,1.89996,Request,88410915-b3fa-f4ad-783c-919fefd8e26d,35.5267,3.26398,,,Hrs,,,2026-05-28 22:37:35.808,,,us-east-1,,,AWS Lambda,1.0,Analytics,2.17208,,2026-05-28 22:37:35.808,Usage,,,,,"{""product_name"":""AWS Data Transfer""}",Invoke,2026-05-28 00:00:00.000,,2026-05-28 22:37:35.808,,AWS Region,,,,"Amazon Web Services, Inc.",17.5033,,Anniversary,,,2026-05-01 00:00:00,OnDemand,On Demand,362069.0,,,S3 standard storage,c7g.xlarge,,,16.4972,Core Services,USD,0.8948,shadowtraffic/aws-cost/2026-05/aws-cost-report.parquet,USD,,US East (N. Virginia),,AWS,2026-06-01 00:00:00,100000000001,2026-05-01T00:00:00Z/2026-06-01T00:00:00Z,,,,Compute Instance,200000000003,
,,AWSDataTransfer,,,14.0106,AmazonS3,,2.76142,TimedStorage-ByteHrs,347dc813-72d5-53ea-8ef0-7de5f1746975,8.2461,1.62872,,,Requests,,,2026-05-28 22:37:35.808,,,us-west-2,,,Amazon Elastic Compute Cloud,1.0,Analytics,0.89356,,2026-05-28 22:37:35.808,DiscountedUsage,,,,,"{""product_name"":""Amazon Elastic Compute Cloud""}",RunInstances,2026-05-28 00:00:00.000,,2026-05-28 22:37:35.808,,AWS Region,,,,"Amazon Web Services, Inc.",3.5294,,Anniversary,,,2026-05-01 00:00:00,Reserved,On Demand,119812.0,,,EC2 instance hours,m7g.large,,,13.0832,Core Services,USD,15.0871,shadowtraffic/aws-cost/2026-05/aws-cost-report.parquet,USD,,EU (Ireland),,AWS,2026-06-01 00:00:00,100000000002,2026-05-01T00:00:00Z/2026-06-01T00:00:00Z,,,,Serverless,200000000001,
,,AmazonEC2,,,0.7236,AWSDataTransfer,,2.71291,TimedStorage-ByteHrs,2407ccea-c699-8dbf-071d-51b36b31b8d9,19.2181,2.42774,,,Hrs,,,2026-05-28 22:37:35.808,,,us-east-1,,,AWS Lambda,1.0,Analytics,0.25112,,2026-05-28 22:37:35.808,RIFee,Compute optimized,,,,"{""product_name"":""Amazon Elastic Compute Cloud""}",RunInstances,2026-05-28 00:00:00.000,,2026-05-28 22:37:35.808,,AWS Region,,,,"Amazon Web Services, Inc.",7.7567,,Anniversary,,,2026-05-01 00:00:00,OnDemand,On Demand,305241.0,,,EC2 instance hours,,,,20.4207,Data Platform,USD,3.7825,shadowtraffic/aws-cost/2026-05/aws-cost-report.parquet,USD,,US East (N. Virginia),,AWS,2026-06-01 00:00:00,100000000001,2026-05-01T00:00:00Z/2026-06-01T00:00:00Z,,,,Data Transfer,200000000002,
,,AmazonEC2,,,6.3074,AWSDataTransfer,,1.16124,TimedStorage-ByteHrs,939bdd62-843a-bd4a-5e49-1e62234b6067,28.2791,3.75008,,,GB,,,2026-05-28 22:37:35.808,,,us-west-2,,,Amazon Elastic Compute Cloud,1.0,Platform,0.86891,,2026-05-28 22:37:35.808,Usage,Compute optimized,,,,"{""product_name"":""Amazon Elastic Compute Cloud""}",DataTransfer,2026-05-28 00:00:00.000,,2026-05-28 22:37:35.808,,AWS Region,,,,"Amazon Web Services, Inc.",6.1301,,Anniversary,,,2026-05-01 00:00:00,OnDemand,Partial Upfront,92237.0,,,Data transfer,,,,9.8785,Developer Experience,USD,5.3329,shadowtraffic/aws-cost/2026-05/aws-cost-report.parquet,USD,,EU (Ireland),,AWS,2026-06-01 00:00:00,100000000002,2026-05-01T00:00:00Z/2026-06-01T00:00:00Z,,,,Compute Instance,200000000001,
,,AWSLambda,,,19.874,AmazonS3,,1.78248,Request,bd69e1a8-0376-2c7a-19c5-ea494c401f01,26.791,1.97064,,,Hrs,,,2026-05-28 22:37:35.809,,,eu-west-1,,,AWS Lambda,1.0,Platform,1.82561,,2026-05-28 22:37:35.809,Usage,,,,,"{""product_name"":""Amazon Simple Storage Service""}",Invoke,2026-05-28 00:00:00.000,,2026-05-28 22:37:35.809,,AWS Region,,,,"Amazon Web Services, Inc.",27.8796,,Anniversary,,,2026-05-01 00:00:00,OnDemand,No Upfront,359508.0,,,S3 standard storage,m7g.large,,,12.5561,Data Platform,USD,13.1738,shadowtraffic/aws-cost/2026-05/aws-cost-report.parquet,USD,,US East (N. Virginia),,AWS,2026-06-01 00:00:00,100000000002,2026-05-01T00:00:00Z/2026-06-01T00:00:00Z,,,,Serverless,200000000002,
,,AWSDataTransfer,,,7.9158,AWSLambda,,2.89567,Request,9013bbc7-45cc-66ac-81d8-122a584aa014,29.5159,2.07453,,,GB,,,2026-05-28 22:37:35.809,,,eu-west-1,,,Amazon Elastic Compute Cloud,1.0,Platform,1.36132,,2026-05-28 22:37:35.809,Usage,General purpose,,,,"{""product_name"":""AWS Data Transfer""}",TimedStorage-ByteHrs,2026-05-28 00:00:00.000,,2026-05-28 22:37:35.809,,AWS Region,,,,"Amazon Web Services, Inc.",23.9559,,Anniversary,,,2026-05-01 00:00:00,OnDemand,Partial Upfront,245247.0,,,S3 standard storage,m7g.large,,,17.1102,Developer Experience,USD,4.3678,shadowtraffic/aws-cost/2026-05/aws-cost-report.parquet,USD,,EU (Ireland),,AWS,2026-06-01 00:00:00,100000000001,2026-05-01T00:00:00Z/2026-06-01T00:00:00Z,,,,Serverless,200000000001,
,,AmazonEC2,,,15.9817,AmazonEC2,,0.82384,TimedStorage-ByteHrs,648620cc-f921-dd41-e301-d370f373902b,22.5422,3.92968,,,GB-Mo,,,2026-05-28 22:37:35.809,,,eu-west-1,,,Amazon Elastic Compute Cloud,1.0,Analytics,2.65925,,2026-05-28 22:37:35.809,Usage,,,,,"{""product_name"":""AWS Lambda""}",DataTransfer,2026-05-28 00:00:00.000,,2026-05-28 22:37:35.809,,AWS Region,,,,"Amazon Web Services, Inc.",1.8769,,Anniversary,,,2026-05-01 00:00:00,OnDemand,On Demand,315861.0,,,EC2 instance hours,,,,2.2637,Data Platform,USD,11.9142,shadowtraffic/aws-cost/2026-05/aws-cost-report.parquet,USD,,US West (Oregon),,AWS,2026-06-01 00:00:00,100000000001,2026-05-01T00:00:00Z/2026-06-01T00:00:00Z,,,,Serverless,200000000003,
,,AmazonEC2,,,16.1154,AWSLambda,,1.97332,BoxUsage:m7g.large,e5925f01-70dd-14ad-e2b6-91c59ef2a82a,27.7739,1.85647,,,Hrs,,,2026-05-28 22:37:35.809,,,eu-west-1,,,Amazon Simple Storage Service,1.0,Platform,2.46181,,2026-05-28 22:37:35.809,Usage,,,,,"{""product_name"":""Amazon Simple Storage Service""}",DataTransfer,2026-05-28 00:00:00.000,,2026-05-28 22:37:35.809,,AWS Region,,,,"Amazon Web Services, Inc.",31.8148,,Anniversary,,,2026-05-01 00:00:00,Reserved,On Demand,478875.0,,,Lambda requests,m7g.large,,,21.1243,Data Platform,USD,2.7823,shadowtraffic/aws-cost/2026-05/aws-cost-report.parquet,USD,,EU (Ireland),,AWS,2026-06-01 00:00:00,100000000001,2026-05-01T00:00:00Z/2026-06-01T00:00:00Z,,,,Data Transfer,200000000002,
,,AWSDataTransfer,,,2.3029,AWSDataTransfer,,1.9069,DataTransfer-Out-Bytes,6a06c646-20e0-bcd3-a049-897bc77c20cd,12.3145,1.28932,,,Requests,,,2026-05-28 22:37:35.809,,,us-east-1,,,AWS Data Transfer,1.0,Platform,2.31926,,2026-05-28 22:37:35.809,Usage,General purpose,,,,"{""product_name"":""AWS Data Transfer""}",Invoke,2026-05-28 00:00:00.000,,2026-05-28 22:37:35.809,,AWS Region,,,,"Amazon Web Services, Inc.",1.0505,,Anniversary,,,2026-05-01 00:00:00,OnDemand,Partial Upfront,325971.0,,,S3 standard storage,m7g.large,,,15.3991,Developer Experience,USD,0.9383,shadowtraffic/aws-cost/2026-05/aws-cost-report.parquet,USD,,US West (Oregon),,AWS,2026-06-01 00:00:00,100000000002,2026-05-01T00:00:00Z/2026-06-01T00:00:00Z,,,,Storage,200000000002,
,,AmazonS3,,,13.2183,AmazonS3,,1.59013,BoxUsage:m7g.large,42fc2dc0-dce0-b957-88e9-9eaf8aa348b5,16.5913,3.84468,,,GB,,,2026-05-28 22:37:35.809,,,us-east-1,,,Amazon Simple Storage Service,1.0,Platform,1.7539,,2026-05-28 22:37:35.809,Usage,Compute optimized,,,,"{""product_name"":""Amazon Elastic Compute Cloud""}",Invoke,2026-05-28 00:00:00.000,,2026-05-28 22:37:35.809,,AWS Region,,,,"Amazon Web Services, Inc.",32.6507,,Anniversary,,,2026-05-01 00:00:00,OnDemand,On Demand,3646.0,,,Lambda requests,c7g.xlarge,,,7.0895,Core Services,USD,16.7576,shadowtraffic/aws-cost/2026-05/aws-cost-report.parquet,USD,,US West (Oregon),,AWS,2026-06-01 00:00:00,100000000002,2026-05-01T00:00:00Z/2026-06-01T00:00:00Z,,,,Serverless,200000000003,
,,AWSDataTransfer,,,7.5686,AWSDataTransfer,,1.49902,BoxUsage:m7g.large,d091569d-0215-8459-10f1-ecc3153be080,11.2396,3.22148,,,Hrs,,,2026-05-28 22:37:35.811,,,eu-west-1,,,Amazon Simple Storage Service,1.0,Platform,2.1916,,2026-05-28 22:37:35.811,Usage,Compute optimized,,,,"{""product_name"":""Amazon Elastic Compute Cloud""}",Invoke,2026-05-28 00:00:00.000,,2026-05-28 22:37:35.811,,AWS Region,,,,"Amazon Web Services, Inc.",21.3386,,Anniversary,,,2026-05-01 00:00:00,Reserved,On Demand,311368.0,,,Lambda requests,,,,17.8874,Core Services,USD,0.5246,shadowtraffic/aws-cost/2026-05/aws-cost-report.parquet,USD,,US East (N. Virginia),,AWS,2026-06-01 00:00:00,100000000002,2026-05-01T00:00:00Z/2026-06-01T00:00:00Z,,,,Compute Instance,200000000001,
,,AmazonS3,,,7.4123,AWSLambda,,0.53379,Request,bad45895-72d5-4357-9b99-116d019cdbc4,18.0214,0.55261,,,GB-Mo,,,2026-05-28 22:37:35.811,,,us-west-2,,,AWS Data Transfer,1.0,Platform,0.8545,,2026-05-28 22:37:35.811,DiscountedUsage,General purpose,,,,"{""product_name"":""AWS Data Transfer""}",DataTransfer,2026-05-28 00:00:00.000,,2026-05-28 22:37:35.811,,AWS Region,,,,"Amazon Web Services, Inc.",34.2695,,Anniversary,,,2026-05-01 00:00:00,Reserved,No Upfront,200347.0,,,S3 standard storage,,,,17.108,Data Platform,USD,17.5824,shadowtraffic/aws-cost/2026-05/aws-cost-report.parquet,USD,,US West (Oregon),,AWS,2026-06-01 00:00:00,100000000001,2026-05-01T00:00:00Z/2026-06-01T00:00:00Z,,,,Serverless,200000000002,
,,AmazonEC2,,,15.6176,AmazonEC2,,2.79498,Request,5cdd4db9-5e8e-c141-adf9-8ef6afdd0e76,1.0482,2.20715,,,GB-Mo,,,2026-05-28 22:37:35.812,,,us-east-1,,,Amazon Simple Storage Service,1.0,Platform,2.48124,,2026-05-28 22:37:35.812,RIFee,Compute optimized,,,,"{""product_name"":""Amazon Simple Storage Service""}",RunInstances,2026-05-28 00:00:00.000,,2026-05-28 22:37:35.812,,AWS Region,,,,"Amazon Web Services, Inc.",17.79,,Anniversary,,,2026-05-01 00:00:00,Reserved,No Upfront,274476.0,,,Lambda requests,,,,20.3087,Data Platform,USD,11.7751,shadowtraffic/aws-cost/2026-05/aws-cost-report.parquet,USD,,US West (Oregon),,AWS,2026-06-01 00:00:00,100000000001,2026-05-01T00:00:00Z/2026-06-01T00:00:00Z,,,,Compute Instance,200000000001,
,,AmazonEC2,,,15.1334,AWSDataTransfer,,0.34918,BoxUsage:m7g.large,38bc6b1b-2e26-0601-6b0a-4b31fba20391,2.3477,1.33859,,,GB-Mo,,,2026-05-28 22:37:35.812,,,eu-west-1,,,Amazon Simple Storage Service,1.0,Platform,0.52271,,2026-05-28 22:37:35.812,Usage,General purpose,,,,"{""product_name"":""Amazon Simple Storage Service""}",Invoke,2026-05-28 00:00:00.000,,2026-05-28 22:37:35.812,,AWS Region,,,,"Amazon Web Services, Inc.",21.085,,Anniversary,,,2026-05-01 00:00:00,OnDemand,On Demand,183065.0,,,S3 standard storage,,,,14.8634,Core Services,USD,6.9446,shadowtraffic/aws-cost/2026-05/aws-cost-report.parquet,USD,,US West (Oregon),,AWS,2026-06-01 00:00:00,100000000002,2026-05-01T00:00:00Z/2026-06-01T00:00:00Z,,,,Data Transfer,200000000001,
,,AWSLambda,,,8.8818,AmazonS3,,3.11655,BoxUsage:m7g.large,5eec92bc-ea55-6eb8-9fc2-d1a678a9cc9d,12.5371,3.2562,,,Hrs,,,2026-05-28 22:37:35.812,,,eu-west-1,,,AWS Data Transfer,1.0,Platform,2.48989,,2026-05-28 22:37:35.812,Usage,,,,,"{""product_name"":""AWS Lambda""}",RunInstances,2026-05-28 00:00:00.000,,2026-05-28 22:37:35.812,,AWS Region,,,,"Amazon Web Services, Inc.",37.7199,,Anniversary,,,2026-05-01 00:00:00,Reserved,No Upfront,109954.0,,,Data transfer,c7g.xlarge,,,11.5427,Developer Experience,USD,6.5007,shadowtraffic/aws-cost/2026-05/aws-cost-report.parquet,USD,,US West (Oregon),,AWS,2026-06-01 00:00:00,100000000002,2026-05-01T00:00:00Z/2026-06-01T00:00:00Z,,,,Serverless,200000000002,
,,AWSLambda,,,19.775,AWSLambda,,0.97985,TimedStorage-ByteHrs,ef9f79ec-9a47-7862-34fd-3fc935fbc893,30.3744,2.60562,,,Requests,,,2026-05-28 22:37:35.812,,,us-east-1,,,AWS Lambda,1.0,Analytics,0.15898,,2026-05-28 22:37:35.812,Usage,General purpose,,,,"{""product_name"":""Amazon Elastic Compute Cloud""}",RunInstances,2026-05-28 00:00:00.000,,2026-05-28 22:37:35.812,,AWS Region,,,,"Amazon Web Services, Inc.",16.217,,Anniversary,,,2026-05-01 00:00:00,OnDemand,On Demand,302599.0,,,EC2 instance hours,,,,11.7848,Core Services,USD,8.6795,shadowtraffic/aws-cost/2026-05/aws-cost-report.parquet,USD,,US West (Oregon),,AWS,2026-06-01 00:00:00,100000000001,2026-05-01T00:00:00Z/2026-06-01T00:00:00Z,,,,Storage,200000000001,
,,AmazonS3,,,1.8667,AmazonEC2,,2.34685,TimedStorage-ByteHrs,6d1e51c6-3e6d-15ea-d6bc-981034181ed4,25.605,0.37933,,,GB,,,2026-05-28 22:37:35.812,,,eu-west-1,,,Amazon Elastic Compute Cloud,1.0,Analytics,0.76669,,2026-05-28 22:37:35.812,Usage,Compute optimized,,,,"{""product_name"":""AWS Lambda""}",TimedStorage-ByteHrs,2026-05-28 00:00:00.000,,2026-05-28 22:37:35.812,,AWS Region,,,,"Amazon Web Services, Inc.",6.7286,,Anniversary,,,2026-05-01 00:00:00,OnDemand,No Upfront,71325.0,,,Data transfer,,,,16.3479,Core Services,USD,1.3014,shadowtraffic/aws-cost/2026-05/aws-cost-report.parquet,USD,,US East (N. Virginia),,AWS,2026-06-01 00:00:00,100000000001,2026-05-01T00:00:00Z/2026-06-01T00:00:00Z,,,,Storage,200000000002,
,,AmazonS3,,,19.7093,AmazonS3,,3.19816,TimedStorage-ByteHrs,46866aee-1fbe-bbed-be4c-f19b9dde8f5a,35.565,1.13361,,,GB,,,2026-05-28 22:37:35.812,,,eu-west-1,,,AWS Data Transfer,1.0,Analytics,0.90211,,2026-05-28 22:37:35.812,Usage,General purpose,,,,"{""product_name"":""AWS Data Transfer""}",DataTransfer,2026-05-28 00:00:00.000,,2026-05-28 22:37:35.812,,AWS Region,,,,"Amazon Web Services, Inc.",19.7696,,Anniversary,,,2026-05-01 00:00:00,OnDemand,Partial Upfront,322972.0,,,S3 standard storage,c7g.xlarge,,,9.8228,Core Services,USD,3.878,shadowtraffic/aws-cost/2026-05/aws-cost-report.parquet,USD,,US East (N. Virginia),,AWS,2026-06-01 00:00:00,100000000002,2026-05-01T00:00:00Z/2026-06-01T00:00:00Z,,,,Serverless,200000000002,
,,AmazonEC2,,,15.3176,AmazonS3,,1.94996,Request,af2da28f-e1df-8386-0d23-1e85af8a2ee0,0.6736,0.31455,,,Hrs,,,2026-05-28 22:37:35.812,,,us-west-2,,,Amazon Elastic Compute Cloud,1.0,Analytics,0.25891,,2026-05-28 22:37:35.812,Usage,,,,,"{""product_name"":""Amazon Elastic Compute Cloud""}",RunInstances,2026-05-28 00:00:00.000,,2026-05-28 22:37:35.812,,AWS Region,,,,"Amazon Web Services, Inc.",15.8982,,Anniversary,,,2026-05-01 00:00:00,OnDemand,No Upfront,404302.0,,,Lambda requests,,,,0.9347,Data Platform,USD,10.076,shadowtraffic/aws-cost/2026-05/aws-cost-report.parquet,USD,,US West (Oregon),,AWS,2026-06-01 00:00:00,100000000001,2026-05-01T00:00:00Z/2026-06-01T00:00:00Z,,,,Storage,200000000002,
,,AWSDataTransfer,,,0.3238,AmazonS3,,1.69411,Request,984382d0-30a9-9f87-4d70-090a43bddc30,35.4025,1.97189,,,GB,,,2026-05-28 22:37:35.812,,,eu-west-1,,,AWS Data Transfer,1.0,Analytics,2.47936,,2026-05-28 22:37:35.812,Usage,,,,,"{""product_name"":""AWS Lambda""}",TimedStorage-ByteHrs,2026-05-28 00:00:00.000,,2026-05-28 22:37:35.812,,AWS Region,,,,"Amazon Web Services, Inc.",28.5906,,Anniversary,,,2026-05-01 00:00:00,Reserved,Partial Upfront,421962.0,,,EC2 instance hours,m7g.large,,,20.7533,Data Platform,USD,15.4603,shadowtraffic/aws-cost/2026-05/aws-cost-report.parquet,USD,,US East (N. Virginia),,AWS,2026-06-01 00:00:00,100000000002,2026-05-01T00:00:00Z/2026-06-01T00:00:00Z,,,,Compute Instance,200000000003,
,,AWSLambda,,,1.1073,AmazonEC2,,1.46689,Request,f5ea5b4a-fced-5410-0d36-dbec176f530b,30.8327,1.1246,,,GB-Mo,,,2026-05-28 22:37:35.812,,,us-west-2,,,AWS Lambda,1.0,Platform,2.79902,,2026-05-28 22:37:35.812,Usage,,,,,"{""product_name"":""AWS Data Transfer""}",TimedStorage-ByteHrs,2026-05-28 00:00:00.000,,2026-05-28 22:37:35.812,,AWS Region,,,,"Amazon Web Services, Inc.",5.9467,,Anniversary,,,2026-05-01 00:00:00,OnDemand,On Demand,2299.0,,,Lambda requests,c7g.xlarge,,,18.6745,Core Services,USD,16.4754,shadowtraffic/aws-cost/2026-05/aws-cost-report.parquet,USD,,EU (Ireland),,AWS,2026-06-01 00:00:00,100000000001,2026-05-01T00:00:00Z/2026-06-01T00:00:00Z,,,,Serverless,200000000003,
,,AmazonS3,,,17.9412,AWSLambda,,2.16354,Request,15ff7a17-4d75-39ff-2fa4-397167064acd,10.7952,0.92215,,,Hrs,,,2026-05-28 22:37:35.812,,,us-east-1,,,Amazon Elastic Compute Cloud,1.0,Analytics,1.38249,,2026-05-28 22:37:35.812,Usage,,,,,"{""product_name"":""AWS Lambda""}",DataTransfer,2026-05-28 00:00:00.000,,2026-05-28 22:37:35.812,,AWS Region,,,,"Amazon Web Services, Inc.",32.5483,,Anniversary,,,2026-05-01 00:00:00,Reserved,No Upfront,159435.0,,,EC2 instance hours,m7g.large,,,0.8915,Core Services,USD,10.4465,shadowtraffic/aws-cost/2026-05/aws-cost-report.parquet,USD,,EU (Ireland),,AWS,2026-06-01 00:00:00,100000000002,2026-05-01T00:00:00Z/2026-06-01T00:00:00Z,,,,Compute Instance,200000000002,
